Shipping_Country,Shipping_State,Shipping_City,City_Join_Key,State_Join_Key,order_weight,revenue_weight,level
US,Virginia,Virginia Beach,virginia beach,virginia,0.0002454228635939724,0.00013937839350344378,country
CA,Quebec,Montreal,montreal,quebec,0.004739336492890996,0.00493201077519945,country
UK,Wales,Cardiff,cardiff,wales,0.012987012987012988,0.014835665812002423,country
CA,Alberta,Edmonton,edmonton,alberta,0.004739336492890996,0.004644808426968243,country
US,Arizona,Scottsdale,scottsdale,arizona,0.00019633829087517792,0.00012831592797202135,country
US,Georgia,Atlanta,atlanta,georgia,0.00014725371815638345,0.00012600153660410492,country
US,Arizona,Mesa,mesa,arizona,9.816914543758896e-05,0.00012443512183752918,country
US,Arkansas,Little Rock,little rock,arkansas,0.00014725371815638345,0.00012322643501072505,country
CA,Alberta,St. Albert,st. albert,alberta,0.00631911532385466,0.004358570492263668,country
US,Virginia,Alexandria,alexandria,virginia,0.00014725371815638345,0.00012179552325163857,country
US,Kentucky,Louisville,louisville,kentucky,0.00014725371815638345,0.000121790103131339,country
US,Wyoming,Casper,casper,wyoming,0.00014725371815638345,0.00012098250520670307,country
